Date,Open,High,Low,Close,Volume,Adj Close
2016-11-24,32.50,32.50,31.91,31.99,6690600,31.99
2016-11-23,31.93,33.97,31.93,32.60,13365700,32.60
2016-11-22,31.51,31.96,31.37,31.95,4908500,31.95
2016-11-21,31.46,31.63,31.33,31.43,3595400,31.43
2016-11-18,31.40,31.85,31.40,31.46,3703100,31.46
2016-11-17,31.61,31.73,31.30,31.39,4277100,31.39
2016-11-16,32.15,32.30,31.81,31.81,6683000,31.81
2016-11-15,31.72,32.18,31.31,32.10,5687300,32.10
2016-11-14,31.28,31.83,31.28,31.56,6415800,31.56
2016-11-11,31.00,31.35,30.86,31.25,4617100,31.25
2016-11-10,30.72,31.55,30.61,31.16,5510800,31.16
2016-11-09,31.10,31.24,30.01,30.36,5840600,30.36
2016-11-08,31.00,31.28,30.80,31.16,6186000,31.16
2016-11-07,32.57,32.58,31.11,31.23,14754900,31.23
2016-11-04,31.04,31.04,31.04,31.04,000,31.04
2016-11-03,31.04,31.04,31.04,31.04,000,31.04
2016-11-02,31.04,31.04,31.04,31.04,000,31.04
2016-11-01,31.04,31.04,31.04,31.04,000,31.04
2016-10-31,31.04,31.04,31.04,31.04,000,31.04
2016-10-28,31.04,31.04,31.04,31.04,000,31.04
2016-10-27,31.04,31.04,31.04,31.04,000,31.04
2016-10-26,31.04,31.04,31.04,31.04,000,31.04
2016-10-25,31.04,31.04,31.04,31.04,000,31.04
2016-10-24,31.04,31.04,31.04,31.04,000,31.04
2016-10-21,31.04,31.04,31.04,31.04,000,31.04
2016-10-20,31.04,31.04,31.04,31.04,000,31.04
2016-10-19,31.04,31.04,31.04,31.04,000,31.04
2016-10-18,31.04,31.04,31.04,31.04,000,31.04
2016-10-17,31.04,31.04,31.04,31.04,000,31.04
2016-10-14,31.04,31.04,31.04,31.04,000,31.04
2016-10-13,31.04,31.04,31.04,31.04,000,31.04
2016-10-12,31.04,31.04,31.04,31.04,000,31.04
2016-10-11,31.04,31.04,31.04,31.04,000,31.04
2016-10-10,31.04,31.04,31.04,31.04,000,31.04
2016-10-07,31.04,31.04,31.04,31.04,000,31.04
2016-10-06,31.04,31.04,31.04,31.04,000,31.04
2016-10-05,31.04,31.04,31.04,31.04,000,31.04
2016-10-04,31.04,31.04,31.04,31.04,000,31.04
2016-10-03,31.04,31.04,31.04,31.04,000,31.04
2016-09-30,31.04,31.04,31.04,31.04,000,31.04
2016-09-29,31.04,31.04,31.04,31.04,000,31.04
2016-09-28,31.04,31.04,31.04,31.04,000,31.04
2016-09-27,31.04,31.04,31.04,31.04,000,31.04
2016-09-26,31.04,31.04,31.04,31.04,000,31.04
2016-09-23,31.04,31.04,31.04,31.04,000,31.04
2016-09-22,31.04,31.04,31.04,31.04,000,31.04
2016-09-21,31.04,31.04,31.04,31.04,000,31.04
2016-09-20,31.04,31.04,31.04,31.04,000,31.04
2016-09-19,31.04,31.04,31.04,31.04,000,31.04
2016-09-16,31.04,31.04,31.04,31.04,000,31.04
2016-09-15,31.04,31.04,31.04,31.04,000,31.04
2016-09-14,31.04,31.04,31.04,31.04,000,31.04
2016-09-13,31.04,31.04,31.04,31.04,000,31.04
2016-09-12,31.04,31.04,31.04,31.04,000,31.04
2016-09-09,31.04,31.04,31.04,31.04,000,31.04
2016-09-08,31.04,31.04,31.04,31.04,000,31.04
2016-09-07,31.04,31.04,31.04,31.04,000,31.04
2016-09-06,30.53,31.18,30.13,31.04,5921200,31.04
2016-09-05,30.65,30.83,30.41,30.48,2466800,30.48
2016-09-02,30.59,30.67,30.11,30.50,3369300,30.50
2016-09-01,30.63,31.31,30.43,30.59,4416700,30.59
2016-08-31,30.65,30.65,30.20,30.52,2647700,30.52
2016-08-30,30.69,30.88,30.52,30.59,2657900,30.59
2016-08-29,30.70,30.95,30.11,30.56,4165600,30.56
2016-08-26,31.45,31.86,30.83,31.01,9962900,31.01
2016-08-25,30.70,31.45,30.33,31.42,7602000,31.42
2016-08-24,30.84,31.25,30.70,30.92,3117800,30.92
2016-08-23,30.66,31.03,30.41,30.75,2891400,30.75
2016-08-22,31.18,31.35,30.80,30.80,3399500,30.80
2016-08-19,31.28,31.35,30.87,31.20,3807400,31.20
2016-08-18,31.09,31.53,30.89,31.40,6153300,31.40
2016-08-17,31.06,31.28,30.81,31.10,4064800,31.10
2016-08-16,31.28,31.50,31.03,31.07,6614400,31.07
2016-08-15,30.26,31.31,30.01,31.10,7866600,31.10
2016-08-12,29.75,30.25,29.71,30.20,3075000,30.20
2016-08-11,30.02,30.25,29.77,29.77,3639100,29.77
2016-08-10,30.70,30.76,30.20,30.25,4682500,30.25
2016-08-09,30.40,30.68,30.25,30.68,4502200,30.68
2016-08-08,30.04,30.36,29.60,30.30,4085600,30.30
2016-08-05,30.40,30.40,29.93,30.00,3630900,30.00
2016-08-04,30.12,30.56,30.05,30.40,4063600,30.40
2016-08-03,30.26,30.27,29.85,30.09,3167500,30.09
2016-08-02,30.29,30.35,29.90,30.28,3048400,30.28
2016-08-01,30.10,30.20,29.35,29.98,4854900,29.98
2016-07-29,31.07,31.07,30.06,30.37,5893900,30.37
2016-07-28,31.48,31.73,30.40,30.90,8109400,30.90
2016-07-27,34.36,34.55,31.30,31.48,13590900,31.48
2016-07-26,33.84,34.38,33.84,34.38,7513900,34.38
2016-07-25,33.78,34.70,33.58,33.90,8759400,33.90
2016-07-22,33.65,34.28,33.42,33.92,8977400,33.92
2016-07-21,33.28,34.45,33.28,33.63,8890500,33.63
2016-07-20,33.80,34.16,33.50,33.51,6081600,33.51
2016-07-19,33.20,34.18,33.20,33.98,8325800,33.98
2016-07-18,33.58,33.58,32.82,33.20,5942900,33.20
2016-07-15,34.04,34.13,33.33,33.59,5655600,33.59
2016-07-14,33.83,34.04,33.52,33.94,8637100,33.94
2016-07-13,32.57,34.65,32.49,34.18,18390500,34.18
2016-07-12,32.23,32.90,31.30,32.56,9940000,32.56
2016-07-11,32.80,32.98,32.22,32.30,7909900,32.30
2016-07-08,32.35,32.96,32.11,32.73,7725000,32.73
