Date,Open,High,Low,Close,Volume,Adj Close
2016-11-24,20.70,20.79,20.11,20.17,3571100,20.17
2016-11-23,20.43,21.28,20.33,20.70,7849400,20.70
2016-11-22,20.30,20.57,19.95,20.43,4763300,20.43
2016-11-21,20.48,20.64,20.17,20.38,1918100,20.38
2016-11-18,20.40,20.45,20.29,20.32,980700,20.32
2016-11-17,20.66,20.78,20.21,20.37,2061000,20.37
2016-11-16,20.78,20.78,20.31,20.66,1569400,20.66
2016-11-15,20.50,20.75,20.23,20.67,1873800,20.67
2016-11-14,20.60,20.88,20.39,20.54,2417300,20.54
2016-11-11,20.00,20.60,20.00,20.60,5397700,20.60
2016-11-10,20.08,20.08,19.61,20.00,1653000,20.00
2016-11-09,19.81,20.08,19.50,19.74,1814500,19.74
2016-11-08,20.23,20.28,19.85,19.89,2154800,19.89
2016-11-07,20.01,20.28,20.01,20.13,1030600,20.13
2016-11-04,20.18,20.30,20.06,20.10,1843000,20.10
2016-11-03,19.72,20.31,19.60,20.09,2374200,20.09
2016-11-02,19.60,20.00,19.37,19.81,2333000,19.81
2016-11-01,19.78,19.82,19.51,19.67,1395300,19.67
2016-10-31,19.82,20.05,19.60,19.70,2619100,19.70
2016-10-28,19.78,20.05,19.74,19.92,2261000,19.92
2016-10-27,20.06,20.10,19.77,19.88,2744900,19.88
2016-10-26,20.30,20.46,19.97,20.06,3342000,20.06
2016-10-25,20.01,20.58,19.96,20.35,4442600,20.35
2016-10-24,20.08,20.23,19.94,20.05,1913400,20.05
2016-10-21,19.89,20.20,19.83,20.06,3531200,20.06
2016-10-20,20.16,20.21,19.72,20.05,3518300,20.05
2016-10-19,20.39,20.39,20.03,20.12,1321800,20.12
2016-10-18,20.16,20.33,20.13,20.25,2574600,20.25
2016-10-17,20.28,20.45,19.82,20.25,1910500,20.25
2016-10-14,19.95,20.19,19.91,20.18,1652000,20.18
2016-10-13,20.35,20.38,20.03,20.08,2365500,20.08
2016-10-12,20.15,20.40,19.95,20.40,2397500,20.40
2016-10-11,20.44,20.54,20.11,20.27,2363600,20.27
2016-10-10,19.93,20.44,19.90,20.39,4552100,20.39
2016-10-07,19.89,19.89,19.89,19.89,000,19.89
2016-10-06,19.89,19.89,19.89,19.89,000,19.89
2016-10-05,19.89,19.89,19.89,19.89,000,19.89
2016-10-04,19.89,19.89,19.89,19.89,000,19.89
2016-10-03,19.89,19.89,19.89,19.89,000,19.89
2016-09-30,19.83,20.14,19.71,19.89,2095000,19.89
2016-09-29,19.90,20.42,19.66,19.80,3017800,19.80
2016-09-28,20.15,20.71,19.80,19.92,5205100,19.92
2016-09-27,19.90,21.30,19.42,20.69,8587700,20.69
2016-09-26,20.34,20.70,20.00,20.01,3212800,20.01
2016-09-23,20.11,20.48,20.03,20.33,1222400,20.33
2016-09-22,20.22,20.26,20.02,20.11,1833300,20.11
2016-09-21,20.26,20.52,20.03,20.06,1583500,20.06
2016-09-20,20.68,20.79,20.17,20.24,2916600,20.24
2016-09-19,20.67,20.86,20.40,20.63,2495400,20.63
2016-09-16,20.67,20.67,20.67,20.67,000,20.67
2016-09-15,20.67,20.67,20.67,20.67,000,20.67
2016-09-14,20.55,20.82,20.18,20.67,4469200,20.67
2016-09-13,19.65,20.90,19.65,20.90,7445800,20.90
2016-09-12,19.73,20.38,19.00,19.82,5261100,19.82
2016-09-09,19.65,20.15,19.33,19.99,4810600,19.99
