300085 银之杰 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2011-10-10,1.96,2.01,1.94,1.96,336130,3600461.25
2011-10-11,2.02,2.04,1.95,1.97,483287,5242694.00
2011-10-12,1.97,2.06,1.94,2.06,706429,7781526.50
2011-10-13,2.05,2.14,2.04,2.13,1154246,13251477.00
2011-10-14,2.12,2.21,2.10,2.15,1466259,17276266.00
2011-10-17,2.13,2.15,2.11,2.15,1041441,12043404.00
2011-10-18,2.12,2.18,2.07,2.07,1099431,12779467.00
2011-10-19,2.09,2.10,2.03,2.05,717448,8088493.00
2011-10-20,2.04,2.05,1.92,1.99,989184,10685837.00
2011-10-21,1.99,2.01,1.90,1.90,533478,5667277.00
2011-10-24,1.88,1.93,1.85,1.92,799493,8265574.50
2011-10-25,1.89,1.98,1.88,1.98,2511077,26721900.00
2011-10-26,1.96,2.18,1.95,2.18,4463065,50639072.00
2011-10-27,2.23,2.24,2.09,2.11,4470505,52036836.00
2011-10-28,2.13,2.17,2.09,2.16,3197756,37085392.00
2011-10-31,2.14,2.27,2.14,2.21,3376051,40402476.00
2011-11-01,2.18,2.25,2.16,2.22,2825807,33930496.00
2011-11-02,2.18,2.37,2.14,2.32,4509980,55502180.00
2011-11-03,2.32,2.50,2.27,2.28,5126851,65634184.00
2011-11-04,2.31,2.45,2.27,2.39,5071318,65230556.00
2011-11-07,2.36,2.43,2.32,2.38,2753823,35401212.00
2011-11-08,2.39,2.43,2.28,2.28,2832606,36169736.00
2011-11-09,2.29,2.52,2.29,2.52,6501536,85711656.00
2011-11-10,2.56,2.78,2.53,2.71,14454642,209506656.00
2011-11-11,2.64,2.71,2.59,2.65,7849393,111798496.00
2011-11-14,2.66,2.69,2.62,2.69,5607782,80624184.00
2011-11-15,2.69,2.69,2.57,2.64,4563706,64672236.00
2011-11-16,2.64,2.64,2.49,2.51,4619069,63557320.00
2011-11-17,2.52,2.56,2.46,2.46,4886240,66303988.00
2011-11-18,2.44,2.44,2.36,2.37,3796716,49160928.00
2011-11-21,2.35,2.42,2.33,2.38,2749030,35450700.00
2011-11-22,2.35,2.41,2.29,2.35,3319688,42192256.00
2011-11-23,2.34,2.37,2.24,2.28,3033408,37940420.00
2011-11-24,2.25,2.31,2.24,2.29,2516776,31040120.00
2011-11-25,2.28,2.31,2.19,2.19,2626262,32087008.00
2011-11-28,2.22,2.23,2.15,2.17,2074492,24509214.00
2011-11-29,2.21,2.23,2.17,2.22,2328347,27753854.00
2011-11-30,2.21,2.33,2.03,2.08,6165465,74394432.00
2011-12-01,2.16,2.20,2.11,2.12,3742009,43811716.00
2011-12-02,2.12,2.12,2.00,2.00,2492734,27545456.00
2011-12-05,2.02,2.02,1.92,1.93,1605298,17099428.00
2011-12-06,1.93,2.00,1.91,1.98,1744087,18676230.00
2011-12-07,1.97,2.06,1.97,2.05,2484883,27289810.00
2011-12-08,2.04,2.11,1.96,2.06,3045047,33897376.00
2011-12-09,2.01,2.07,2.00,2.03,1391243,15439394.00
2011-12-12,2.03,2.06,1.98,1.99,810433,8898140.00
2011-12-13,1.98,1.98,1.88,1.91,1699417,17798120.00
2011-12-14,1.92,1.95,1.89,1.90,1013176,10628881.00
2011-12-15,1.87,1.95,1.83,1.91,1880752,19416292.00
2011-12-16,1.90,2.04,1.88,2.03,2408508,25660540.00
2011-12-19,2.02,2.09,1.97,2.08,2827275,31166812.00
2011-12-20,2.08,2.13,2.00,2.01,2155874,24097900.00
2011-12-21,2.02,2.08,1.95,1.95,2120200,23486676.00
2011-12-22,1.92,1.98,1.81,1.90,2595998,26561920.00
2011-12-23,1.85,1.95,1.85,1.90,1890841,19658886.00
2011-12-26,1.90,1.94,1.87,1.87,1017174,10596125.00
2011-12-27,1.85,1.87,1.77,1.78,1399694,13948955.00
2011-12-28,1.77,1.79,1.67,1.74,1368809,12948117.00
2011-12-29,1.73,1.75,1.72,1.72,655422,6240146.50
2011-12-30,1.74,1.77,1.73,1.74,821774,7854896.00
2012-01-04,1.77,1.79,1.66,1.66,977145,9307389.00
2012-01-05,1.63,1.65,1.49,1.49,2288701,19639352.00
2012-01-06,1.49,1.50,1.41,1.49,1579431,12775111.00
2012-01-09,1.48,1.58,1.46,1.58,1355434,11422110.00
2012-01-10,1.58,1.65,1.56,1.64,1919243,17117722.00
2012-01-11,1.64,1.81,1.63,1.73,5109012,49534760.00
2012-01-12,1.70,1.72,1.65,1.67,3225375,29839224.00
2012-01-13,1.66,1.68,1.52,1.53,2382353,20697942.00
2012-01-16,1.51,1.52,1.46,1.46,1063302,8793163.00
2012-01-17,1.46,1.60,1.45,1.58,1741350,14777172.00
2012-01-18,1.58,1.63,1.50,1.50,1606646,13894088.00
2012-01-19,1.48,1.56,1.46,1.53,1432767,12024822.00
2012-01-20,1.51,1.56,1.51,1.56,1005975,8613252.00
2012-01-30,1.56,1.60,1.55,1.55,1052548,9108868.00
2012-01-31,1.55,1.56,1.49,1.52,951698,7965454.50
2012-02-01,1.52,1.56,1.50,1.51,777900,6577097.00
2012-02-02,1.52,1.56,1.51,1.56,884967,7529206.00
2012-02-03,1.56,1.62,1.55,1.60,1412208,12365935.00
2012-02-06,1.61,1.63,1.59,1.61,1317128,11683597.00
2012-02-07,1.61,1.61,1.53,1.55,1208924,10451084.00
2012-02-08,1.55,1.71,1.54,1.64,2982058,26850890.00
2012-02-09,1.61,1.71,1.61,1.66,2800060,25539632.00
2012-02-10,1.65,1.69,1.64,1.66,1423441,13002148.00
2012-02-13,1.65,1.71,1.62,1.69,1528235,14083431.00
2012-02-14,1.69,1.70,1.66,1.68,1239236,11433247.00
2012-02-15,1.67,1.74,1.67,1.73,2129849,20041364.00
2012-02-16,1.73,1.81,1.72,1.76,2794532,26989910.00
2012-02-17,1.77,1.77,1.68,1.72,1516911,14259560.00
2012-02-20,1.75,1.79,1.73,1.73,2112889,20380472.00
2012-02-21,1.73,1.77,1.69,1.77,1947699,18521992.00
2012-02-22,1.77,1.86,1.75,1.84,3372046,33533664.00
2012-02-23,1.84,1.94,1.80,1.86,3006211,30612346.00
2012-02-24,1.85,1.92,1.83,1.88,2738302,28068022.00
2012-02-27,1.88,1.89,1.84,1.84,2419926,24575492.00
2012-02-28,1.83,1.84,1.76,1.78,2224386,21879844.00
2012-02-29,1.78,1.80,1.75,1.75,1306252,12689108.00
2012-03-01,1.75,1.80,1.73,1.77,1171741,11391228.00
2012-03-02,1.78,1.81,1.77,1.81,1382605,13597948.00
2012-03-05,1.82,1.85,1.80,1.83,1644752,16383535.00
2012-03-06,1.83,1.86,1.80,1.86,2474852,24796938.00
2012-03-07,1.84,1.88,1.82,1.83,2083528,21101768.00
2012-03-08,1.88,1.88,1.82,1.84,1595011,16062785.00
2012-03-09,1.87,1.87,1.83,1.86,1717492,17396422.00
2012-03-12,1.86,1.88,1.85,1.88,1768758,18047402.00
2012-03-13,1.88,1.89,1.86,1.89,1513489,15524393.00
2012-03-14,1.89,1.91,1.71,1.76,2953586,29702520.00
2012-03-15,1.76,1.79,1.67,1.69,1588113,14998697.00
2012-03-16,1.69,1.74,1.69,1.74,1615104,15227371.00
2012-03-19,1.76,1.78,1.73,1.78,1221230,11814630.00
2012-03-20,1.76,1.77,1.69,1.69,1750800,16586612.00
2012-03-21,1.70,1.71,1.65,1.70,1081704,10018047.00
2012-03-22,1.69,1.71,1.68,1.69,819218,7647606.50
2012-03-23,1.67,1.69,1.63,1.65,1176458,10696196.00
2012-03-26,1.65,1.66,1.63,1.65,469673,4257710.00
2012-03-27,1.66,1.68,1.63,1.64,638310,5820012.00
2012-03-28,1.63,1.63,1.51,1.52,1412350,12140030.00
2012-03-29,1.52,1.53,1.47,1.48,844595,7024463.00
2012-03-30,1.48,1.51,1.47,1.48,552449,4532946.50
2012-04-05,1.48,1.53,1.48,1.53,672170,5625310.00
2012-04-06,1.53,1.56,1.51,1.55,796806,6773112.50
2012-04-09,1.54,1.54,1.52,1.52,724680,6126149.00
2012-04-11,1.54,1.58,1.52,1.57,1450738,12459197.00
2012-04-12,1.56,1.60,1.55,1.60,1283387,11161594.00
2012-04-13,1.62,1.67,1.61,1.61,1538076,13824531.00
2012-04-16,1.59,1.63,1.58,1.61,869932,7675041.50
2012-04-17,1.60,1.62,1.56,1.56,910609,7968938.00
2012-04-18,1.57,1.62,1.56,1.61,992940,8707900.00
2012-04-19,1.61,1.63,1.60,1.61,795476,7063733.00
2012-04-20,1.61,1.64,1.61,1.64,1086952,9736427.00
2012-04-23,1.63,1.64,1.51,1.51,2106088,18089150.00
2012-04-24,1.49,1.51,1.42,1.47,1571193,12786024.00
2012-04-25,1.47,1.50,1.45,1.49,804964,6612283.00
2012-04-26,1.49,1.51,1.48,1.49,536691,4436681.50
2012-04-27,1.50,1.51,1.47,1.49,490169,4055878.00
2012-05-02,1.51,1.52,1.50,1.51,932240,7770644.00
2012-05-03,1.49,1.51,1.48,1.51,687311,5704462.00
2012-05-04,1.51,1.56,1.51,1.55,1094030,9309367.00
2012-05-07,1.52,1.61,1.52,1.60,1204667,10367326.00
2012-05-08,1.60,1.62,1.57,1.59,1563835,13746803.00
2012-05-09,1.58,1.59,1.53,1.56,1266826,10929671.00
2012-05-10,1.54,1.61,1.54,1.58,1036126,9057264.00
2012-05-11,1.59,1.60,1.56,1.56,820317,7144598.50
2012-05-14,1.58,1.59,1.56,1.56,644162,5583221.00
2012-05-15,1.55,1.55,1.51,1.55,809400,6852139.00
2012-05-16,1.55,1.55,1.52,1.52,651437,5440310.00
2012-05-17,1.51,1.56,1.51,1.55,723850,6044854.50
2012-05-18,1.54,1.56,1.53,1.55,862382,7248266.50
2012-05-21,1.55,1.56,1.54,1.55,443065,3719194.75
2012-05-22,1.55,1.57,1.55,1.57,552093,4679800.00
2012-05-23,1.58,1.58,1.54,1.55,632563,5354619.00
2012-05-24,1.54,1.58,1.53,1.55,707208,5965891.00
2012-05-25,1.55,1.56,1.47,1.50,882912,7255872.00
2012-05-28,1.48,1.51,1.46,1.51,421952,3413539.00
2012-05-29,1.51,1.54,1.50,1.53,541363,4485636.00
2012-05-30,1.53,1.55,1.53,1.53,492703,4110347.25
2012-05-31,1.51,1.56,1.51,1.55,615563,5164338.00
2012-06-01,1.55,1.57,1.53,1.53,597752,5016802.50
2012-06-04,1.51,1.51,1.48,1.48,817739,6629362.00
2012-06-05,1.48,1.50,1.47,1.50,618660,4992016.50
2012-06-06,1.51,1.66,1.51,1.66,4329510,38291332.00
2012-06-07,1.69,1.73,1.65,1.72,9399577,85723216.00
2012-06-08,1.69,1.76,1.67,1.67,6325907,58266164.00
2012-06-11,1.63,1.84,1.63,1.78,8623097,81259312.00
2012-06-12,1.74,1.79,1.73,1.74,5124572,48545528.00
2012-06-13,1.73,1.78,1.69,1.78,4467472,41931332.00
2012-06-14,1.75,1.77,1.68,1.70,3992854,37155608.00
2012-06-15,1.70,1.73,1.68,1.73,2499908,23037646.00
2012-06-18,1.73,1.77,1.70,1.75,3404622,31853420.00
2012-06-19,1.73,1.74,1.69,1.70,2315365,21423670.00
2012-06-20,1.72,1.81,1.70,1.74,5216437,49453492.00
2012-06-21,1.72,1.74,1.65,1.66,3188976,28974156.00
2012-06-25,1.64,1.64,1.53,1.54,2535555,21958818.00
2012-06-26,1.54,1.59,1.51,1.57,1322946,11126956.00
2012-06-27,1.56,1.59,1.55,1.55,1065144,9070218.00
2012-06-28,1.57,1.58,1.53,1.55,1139024,9612161.00
2012-06-29,1.54,1.60,1.53,1.58,1073748,9097171.00
2012-07-02,1.58,1.62,1.58,1.59,1201849,10414970.00
2012-07-03,1.59,1.63,1.58,1.63,1692469,14800454.00
2012-07-04,1.64,1.69,1.63,1.63,2153088,19286782.00
2012-07-05,1.63,1.63,1.56,1.56,1330822,11376912.00
2012-07-06,1.57,1.59,1.52,1.59,1380452,11635257.00
2012-07-09,1.56,1.57,1.51,1.53,1111805,9328563.00
2012-07-10,1.52,1.58,1.51,1.56,909912,7629756.00
2012-07-11,1.54,1.56,1.50,1.54,718692,5961906.00
2012-07-12,1.55,1.58,1.53,1.58,1490047,12594200.00
2012-07-13,1.58,1.62,1.56,1.57,1350009,11611556.00
2012-07-16,1.57,1.57,1.47,1.50,1260819,10392011.00
2012-07-17,1.49,1.55,1.49,1.53,936040,7688435.50
2012-07-18,1.53,1.55,1.49,1.54,656996,5415269.50
2012-07-19,1.53,1.58,1.52,1.56,1057565,8938226.00
2012-07-20,1.56,1.72,1.55,1.72,3443184,31472248.00
2012-07-23,1.79,1.79,1.64,1.70,6488621,59973784.00
2012-07-24,1.66,1.72,1.64,1.70,2762749,25052702.00
2012-07-25,1.68,1.69,1.64,1.64,1578022,14222924.00
2012-07-26,1.63,1.66,1.61,1.62,1494983,13224946.00
2012-07-27,1.62,1.70,1.61,1.68,2969278,26705910.00
2012-07-30,1.67,1.69,1.54,1.55,2151849,18917168.00
2012-07-31,1.55,1.55,1.48,1.50,1364256,11142918.00
2012-08-01,1.50,1.56,1.50,1.55,1081415,8987192.00
2012-08-02,1.53,1.63,1.51,1.56,1729463,14705964.00
2012-08-03,1.56,1.61,1.53,1.59,1509648,12881057.00
2012-08-06,1.57,1.64,1.57,1.63,2324996,20315828.00
2012-08-07,1.63,1.68,1.61,1.65,2050893,18173144.00
2012-08-08,1.66,1.68,1.61,1.63,1433304,12647589.00
2012-08-09,1.64,1.66,1.61,1.65,1281431,11397224.00
2012-08-10,1.65,1.68,1.63,1.67,1554273,13806560.00
2012-08-13,1.66,1.66,1.62,1.62,958584,8492375.00
2012-08-14,1.61,1.64,1.57,1.64,1768663,15354394.00
2012-08-15,1.64,1.64,1.61,1.63,815925,7195868.50
2012-08-16,1.61,1.63,1.58,1.58,799506,6943918.50
2012-08-17,1.58,1.59,1.55,1.58,573512,4875040.50
2012-08-20,1.56,1.60,1.56,1.59,495000,4259190.50
2012-08-21,1.59,1.67,1.58,1.64,2306412,20525496.00
2012-08-22,1.65,1.69,1.63,1.65,2525549,22750040.00
2012-08-23,1.66,1.73,1.61,1.70,3452516,31241826.00
2012-08-24,1.69,1.74,1.67,1.70,3673971,33786816.00
2012-08-27,1.68,1.68,1.64,1.65,2240049,20005540.00
2012-08-28,1.64,1.67,1.62,1.66,1977451,17639300.00
2012-08-29,1.65,1.71,1.63,1.68,2209973,20083816.00
2012-08-30,1.68,1.69,1.56,1.58,1813542,15879634.00
2012-08-31,1.58,1.62,1.58,1.61,1452997,12594241.00
2012-09-03,1.60,1.66,1.59,1.65,1368860,12100564.00
2012-09-04,1.64,1.69,1.64,1.66,2131649,19219736.00
2012-09-05,1.66,1.74,1.65,1.70,3761300,34648768.00
2012-09-06,1.69,1.75,1.68,1.73,2888865,26727782.00
2012-09-07,1.74,1.77,1.72,1.74,4666448,43932908.00
2012-09-10,1.74,1.77,1.72,1.77,2658330,25139892.00
2012-09-11,1.75,1.75,1.71,1.73,1972276,18453208.00
2012-09-12,1.74,1.75,1.68,1.72,2596467,23963568.00
2012-09-13,1.72,1.80,1.70,1.74,3622939,34212304.00
2012-09-14,1.75,1.76,1.70,1.71,1938899,18124220.00
2012-09-17,1.70,1.73,1.64,1.64,1710262,15426399.00
2012-09-18,1.63,1.66,1.63,1.64,1103009,9806502.00
2012-09-19,1.66,1.70,1.64,1.68,1430818,12988301.00
2012-09-20,1.68,1.68,1.60,1.61,1306210,11510309.00
2012-09-21,1.62,1.62,1.54,1.54,1316908,11206445.00
2012-09-24,1.54,1.58,1.51,1.56,852822,7142376.00
2012-09-25,1.56,1.57,1.52,1.53,571019,4784936.50
2012-09-26,1.53,1.54,1.44,1.46,1506895,12083695.00
2012-09-27,1.47,1.52,1.46,1.50,1194366,9653618.00
2012-09-28,1.49,1.52,1.48,1.52,930515,7594308.00
2012-10-08,1.51,1.53,1.50,1.52,477954,3937161.75
2012-10-09,1.52,1.58,1.52,1.57,983267,8286531.00
2012-10-10,1.56,1.59,1.55,1.59,1047720,8932809.00
2012-10-11,1.58,1.58,1.53,1.55,1128685,9537034.00
2012-10-12,1.53,1.57,1.52,1.54,612496,5120435.50
2012-10-15,1.54,1.55,1.50,1.53,453230,3742201.75
2012-10-16,1.52,1.56,1.52,1.54,394601,3295751.75
2012-10-17,1.53,1.56,1.53,1.55,806240,6767183.00
2012-10-18,1.55,1.58,1.55,1.57,992240,8449846.00
2012-10-19,1.58,1.58,1.55,1.58,493693,4206193.50
2012-10-22,1.57,1.58,1.55,1.58,432351,3659497.25
2012-10-23,1.57,1.58,1.54,1.54,664627,5596823.00
2012-10-24,1.53,1.54,1.50,1.53,461482,3825688.50
2012-10-25,1.54,1.54,1.50,1.51,516099,4254512.00
2012-10-26,1.50,1.51,1.47,1.48,483437,3897176.75
2012-10-29,1.47,1.49,1.46,1.49,187930,1509394.00
2012-10-30,1.49,1.50,1.48,1.50,223986,1816804.00
2012-10-31,1.49,1.49,1.47,1.49,247150,1993109.50
2012-11-01,1.50,1.52,1.50,1.51,327621,2689164.50
2012-11-02,1.51,1.52,1.50,1.52,336360,2764307.50
2012-11-05,1.52,1.52,1.48,1.50,218200,1784621.00
2012-11-06,1.49,1.50,1.46,1.48,406689,3267327.50
2012-11-07,1.49,1.50,1.48,1.50,305318,2470489.50
2012-11-08,1.49,1.50,1.45,1.45,477746,3818459.25
2012-11-09,1.45,1.47,1.42,1.43,397526,3127102.75
2012-11-12,1.44,1.46,1.43,1.45,738999,5805237.50
2012-11-13,1.45,1.45,1.38,1.39,971200,7505340.50
2012-11-14,1.39,1.41,1.36,1.38,961187,7207700.50
2012-11-15,1.37,1.37,1.31,1.32,774617,5649289.50
2012-11-16,1.31,1.35,1.30,1.34,622630,4513654.00
2012-11-19,1.33,1.35,1.32,1.34,198170,1446838.75
2012-11-20,1.36,1.38,1.34,1.35,432965,3221289.75
2012-11-21,1.35,1.37,1.34,1.37,446398,3310026.25
2012-11-22,1.37,1.37,1.36,1.36,284180,2111460.75
2012-11-23,1.36,1.38,1.36,1.37,307528,2293054.75
2012-11-26,1.35,1.36,1.32,1.32,232900,1702811.00
2012-11-27,1.32,1.33,1.27,1.27,443998,3123072.00
2012-11-28,1.27,1.27,1.23,1.24,369060,2524219.50
2012-11-29,1.26,1.26,1.21,1.22,398010,2699785.00
2012-11-30,1.22,1.24,1.20,1.23,250370,1681333.88
2012-12-03,1.21,1.24,1.19,1.19,216600,1435485.00
2012-12-04,1.19,1.22,1.17,1.21,360672,2366474.75
2012-12-05,1.21,1.27,1.21,1.25,740030,5055809.00
2012-12-06,1.26,1.27,1.24,1.25,439998,3029267.25
2012-12-07,1.25,1.28,1.23,1.28,645370,4475467.50
2012-12-10,1.28,1.30,1.27,1.30,568278,4005659.25
2012-12-11,1.29,1.29,1.27,1.27,674180,4729123.50
2012-12-12,1.28,1.29,1.25,1.26,629159,4348612.50
2012-12-13,1.26,1.27,1.24,1.24,526428,3619158.75
2012-12-14,1.24,1.30,1.24,1.29,1047339,7341003.00
2012-12-17,1.30,1.32,1.28,1.30,1050203,7457803.00
2012-12-18,1.30,1.32,1.29,1.30,669271,4776736.50
2012-12-19,1.30,1.32,1.29,1.31,585427,4197261.50
2012-12-20,1.30,1.32,1.30,1.32,701401,5038725.50
2012-12-21,1.32,1.46,1.31,1.43,4355877,33508854.00
2012-12-24,1.39,1.56,1.39,1.53,4713554,37317240.00
2012-12-25,1.50,1.66,1.48,1.52,7550324,63021556.00
2012-12-26,1.50,1.52,1.46,1.51,3817281,30834734.00
2012-12-27,1.49,1.50,1.42,1.43,3403742,26980844.00
2012-12-28,1.42,1.46,1.42,1.45,1608556,12653260.00
2012-12-31,1.45,1.46,1.43,1.44,1181650,9283366.00
2013-01-04,1.45,1.47,1.43,1.46,1655460,13055869.00
2013-01-07,1.45,1.48,1.44,1.48,1370695,10936761.00
2013-01-08,1.47,1.49,1.45,1.48,1892206,15169722.00
2013-01-09,1.47,1.49,1.44,1.46,1683822,13474611.00
2013-01-10,1.47,1.52,1.45,1.49,2258442,18234632.00
2013-01-11,1.49,1.50,1.44,1.45,1838249,14736513.00
2013-01-14,1.44,1.49,1.44,1.48,1852669,14890288.00
2013-01-15,1.49,1.54,1.48,1.52,2476380,20340718.00
2013-01-16,1.52,1.52,1.48,1.50,1497234,12217043.00
2013-01-17,1.49,1.51,1.48,1.49,1066245,8649056.00
2013-01-18,1.49,1.51,1.48,1.51,1223994,9976917.00
2013-01-21,1.51,1.53,1.50,1.52,1200421,9882636.00
2013-01-22,1.52,1.53,1.45,1.47,1418074,11533079.00
2013-01-23,1.46,1.48,1.43,1.45,1328365,10467738.00
2013-01-24,1.44,1.47,1.41,1.41,1009038,7908822.50
2013-01-25,1.41,1.43,1.41,1.42,460485,3563672.75
2013-01-28,1.40,1.44,1.40,1.44,669136,5209679.00
2013-01-29,1.44,1.47,1.43,1.46,725311,5732688.50
2013-01-30,1.46,1.47,1.44,1.46,676649,5356643.00
2013-01-31,1.45,1.46,1.44,1.45,514626,4063249.50
2013-02-01,1.46,1.49,1.45,1.48,835012,6693763.00
2013-02-04,1.48,1.49,1.45,1.46,756762,6050973.00
2013-02-05,1.46,1.52,1.45,1.49,1032742,8381504.00
2013-02-06,1.51,1.51,1.49,1.49,758798,6159940.00
2013-02-07,1.48,1.49,1.47,1.49,673006,5430056.00
2013-02-08,1.49,1.51,1.49,1.50,697244,5682051.00
2013-02-18,1.52,1.52,1.49,1.51,1051021,8602399.00
2013-02-19,1.51,1.51,1.48,1.49,766178,6223999.00
2013-02-20,1.48,1.56,1.48,1.55,2461624,20430296.00
2013-02-21,1.55,1.55,1.49,1.50,1652933,13576162.00
2013-02-22,1.49,1.52,1.49,1.50,746988,6099936.50
2013-02-25,1.49,1.52,1.49,1.50,642931,5250120.00
2013-02-26,1.50,1.53,1.48,1.48,1060436,8694020.00
2013-02-27,1.48,1.51,1.44,1.46,706739,5635015.00
2013-02-28,1.46,1.49,1.45,1.49,690797,5546398.00
2013-03-01,1.50,1.54,1.49,1.52,1447268,11910105.00
2013-03-04,1.53,1.55,1.50,1.55,2651542,21963490.00
2013-03-05,1.56,1.56,1.53,1.55,2174379,18233920.00
2013-03-06,1.55,1.62,1.53,1.60,2436560,20994020.00
2013-03-07,1.60,1.60,1.53,1.55,1532098,13022101.00
2013-03-08,1.55,1.59,1.54,1.55,899976,7650437.00
2013-03-11,1.56,1.57,1.53,1.55,641912,5406243.00
2013-03-12,1.55,1.56,1.46,1.49,1090671,8919154.00
2013-03-13,1.48,1.50,1.43,1.43,1548694,12235905.00
2013-03-14,1.43,1.46,1.42,1.45,935993,7333714.50
2013-03-15,1.45,1.48,1.43,1.45,766492,6063452.00
2013-03-18,1.46,1.46,1.42,1.42,432729,3389820.75
2013-03-19,1.40,1.43,1.38,1.41,714083,5449432.00
2013-03-20,1.40,1.44,1.40,1.44,884582,6854038.00
2013-03-21,1.44,1.46,1.44,1.45,1026893,8099768.00
2013-03-22,1.46,1.46,1.44,1.45,536745,4235775.50
2013-03-25,1.45,1.47,1.44,1.45,550917,4355700.00
2013-03-26,1.45,1.49,1.42,1.47,1442366,11425033.00
2013-03-27,1.47,1.48,1.45,1.46,588859,4672051.50
2013-03-28,1.46,1.46,1.40,1.41,502356,3894757.50
2013-03-29,1.41,1.42,1.40,1.41,293678,2253816.00
2013-04-01,1.41,1.43,1.41,1.42,405263,3127142.00
2013-04-02,1.42,1.43,1.39,1.40,294850,2267482.75
2013-04-03,1.40,1.42,1.39,1.39,243553,1852769.38
